lemma;ipm;r;d;doc;dicts
переделать;10;100;95;621;1
переехать;26.3;100;95;1213;3
переживать;51.6;100;95;2182;3
пережить;48.9;100;95;2034;2
перейти;100.5;100;98;4037;4
перенести;36.6;100;97;1844;4
переписать;9.3;100;94;550;4
переставать;29;100;97;1502;4
перестать;105.8;100;95;3236;3
перечислить;21.2;100;93;1376;1
писаться;16.1;100;95;844;0
планировать;36.8;100;92;2367;3
поблагодарить;17.4;100;95;847;4
повезти;58.5;100;96;2165;1
поверить;101.8;100;95;2794;4
повести;46.3;100;94;1568;1
повлиять;18.6;100;93;1260;2
поворачивать;16.7;100;93;788;3
повредить;18.3;100;95;1007;1
повторить;80.9;100;93;2187;4
повториться;14.1;100;95;890;1
повторяться;21.8;100;96;1203;1
повысить;31;100;94;2076;3
повышать;23.2;100;93;1612;4
погибнуть;95.4;100;96;2885;4
подарить;61.4;100;95;2191;4
подвести;35.3;100;96;1880;2
подводить;16.6;100;96;1099;2
поддаваться;20.8;100;96;1196;2
поддержать;56.2;100;95;2808;4
поделить;12.2;100;95;842;1
поделиться;27.4;100;95;1506;2
поднять;173.8;100;93;3686;4
подобрать;34.9;100;96;1681;4
подозревать;43.2;100;95;1699;2
подойти;190;100;93;3608;4
подписать;72.4;100;93;3077;4
подразумевать;13.9;100;92;884;1
подсказать;24;100;91;1049;2
подтвердить;69.7;100;96;3176;3
подумать;315.6;100;92;4229;4
подчеркивать;32.1;100;93;1731;1
подчеркнуть;46.3;100;94;2621;4
подчинить;14.8;100;94;865;2
поехать;158.4;100;94;3040;4
пожелать;27.1;100;96;1454;4
позаботиться;11.7;100;95;728;4
позволить;159.6;100;96;6709;2
позволять;194.3;100;90;7687;4
поинтересоваться;39.8;100;91;1145;1
пойти;587.2;100;94;8422;4
показаться;142.4;100;94;3199;4
покидать;27.9;100;96;1310;2
покинуть;49;100;96;1961;1
покончить;20.5;100;95;971;0
покрываться;6.2;100;95;460;1
покрыть;46.3;100;92;1672;3
полагать;81.4;100;96;3435;1
полагаться;40.5;100;95;1513;4
получаться;127;100;96;4507;4
получить;557.7;100;95;14913;4
получиться;149.3;100;95;4826;3
поместить;24.9;100;92;1240;2
помешать1;31.8;100;96;1590;3
помещаться;15.1;100;95;765;1
понадобиться;40;100;95;1721;2
понести;27.7;100;94;1348;1
понравиться;93.1;100;94;2856;4
попадать;54.1;100;97;2639;4
попасть;197.7;100;96;5539;2
попробовать;97.8;100;95;3147;4
попросить;140.2;100;95;3316;4
попытаться;79.1;100;96;2937;3
поражать;24.6;100;95;1285;4
поразить;49.9;100;96;1900;4
порвать;14;100;94;744;3
поручить;31;100;94;1481;4
посадить;52.9;100;95;1919;4
посвятить;85.1;100;93;3985;4
поселиться;19.4;100;95;968;0
посетить;32.3;100;94;1739;4
послужить;25.1;100;94;1549;1
послушать;49;100;93;1538;2
посмотреть;314.2;100;93;5341;4
посоветовать;34;100;93;1403;4
поставить;267.3;100;98;7836;4
постараться;45.2;100;95;1923;4
пострадать;25.9;100;95;1586;1
построить;114.9;100;94;4638;4
поступить;86;100;97;3732;4
потерять;129.2;100;97;4294;4
потратить;22.9;100;94;1466;1
потребовать;51.6;100;96;2450;3
потребоваться;27.8;100;95;1784;2
потрудиться;5.6;100;95;407;1
потрясти;32.5;100;95;1309;1
почитать;27.2;100;93;1268;0
почувствовать;124.2;100;94;2889;4
появиться;294.6;100;97;8767;3
появляться;118.4;100;97;4331;4
пояснить;38.3;100;94;1568;1
превратить;33.8;100;95;1772;4
превратиться;63.5;100;96;2849;4
превышать;48.2;100;89;2750;2
предлагать;145.9;100;95;6446;4
предназначить;43.7;100;92;2447;0
предоставить;54.7;100;92;3010;2
предполагать;74.1;100;93;3530;1
предположить;46.9;100;95;2214;1
предпочесть;18.3;100;95;1127;2
предпочитать;46.3;100;96;2403;3
предпринять;23.6;100;95;1453;1
представиться;20.7;100;94;953;1
представляться;67.8;100;92;2978;1
предстоять;66.8;100;96;3000;3
предупредить;43.8;100;94;1582;4
предусмотреть;87.7;100;64;2691;1
предъявлять;16.2;100;92;1086;2
прекратить;43.4;100;96;2039;4
прекратиться;14.9;100;96;882;2
пренебрегать;6.5;100;95;445;3
преодолеть;30.8;100;95;1736;4
преподнести;9;100;94;589;0
прервать;29.4;100;94;1168;2
прерывать;8.6;100;94;506;3
преследовать;25;100;96;1354;4
претендовать;23.2;100;93;1513;3
прибегать;17.1;100;95;1022;3
приближаться;41;100;95;1680;4
приблизиться;24.4;100;94;1089;4
прибыть;55.7;100;95;2055;4
привезти;82;100;95;2389;4
привлекать;38.7;100;95;2270;3
привлечь;47.4;100;95;2714;3
привязать;23;100;95;1124;2
придавать;37.1;100;95;1871;1
придать;24.4;100;96;1360;1
придумать;97.9;100;96;3116;4
призвать;35.3;100;93;2175;4
призывать;29.3;100;94;1605;4
прийтись;285.5;100;96;8007;2
приказать;58.8;100;92;1371;4
прикрыть;35.5;100;92;1175;0
приложить;25.6;100;96;1261;3
применить;24.6;100;92;1511;2
применять;47.7;100;89;2553;4
приниматься;37.3;100;93;2008;3
приняться;61.3;100;91;1468;3
приобрести;70.2;100;95;3694;3
приобретать;40.1;100;92;2375;4
присоединиться;17.1;100;95;995;1
присоединяться;7.4;100;91;488;2
приспособить;12.6;100;96;798;2
приступать;10.9;100;94;733;2
приступить;30.2;100;95;1779;2
присутствовать;72.5;100;96;3214;4
приходиться;174.5;100;97;6442;3
проверить;66.1;100;96;2686;4
провести;222;100;95;8931;4
проводиться;63.7;100;90;3424;0
продаваться;25.8;100;93;1539;1
продвигаться;9.6;100;94;599;1
продемонстрировать;25.1;100;93;1644;1
продиктовать;7.6;100;94;489;1
продлить;11.2;100;93;758;2
продолжаться;69.9;100;96;3405;3
продолжить;48.8;100;96;2377;3
продумать;13.6;100;95;839;0
проживать;35.4;100;92;1861;1
прожить;64.2;100;95;2258;4
прозвучать;31.3;100;95;1561;1
произвести;67.5;100;95;2951;4
произнести;113.5;100;91;1854;3
произойти;203.2;100;97;6481;2
происходить;263.6;100;95;7996;4
пройти;398.4;100;97;10645;3
пропасть;60.8;100;94;1984;2
прописать;16.4;100;93;1052;0
пропустить;41.7;100;96;1771;4
проработать;15.9;100;93;997;0
протекать;17.2;100;89;962;0
проходить;175.4;100;97;6432;3
прочитать;72.7;100;96;2371;3
проявить;39.5;100;95;2012;4
проявиться;15.1;100;94;980;1
проявляться;32.9;100;88;1683;1
пугать;32.6;100;95;1467;4
пустить;54.1;100;95;1960;4
пытаться;249.4;100;97;6843;3
разбирать;18.5;100;96;983;4
разбираться;32.3;100;96;1523;3
развернуть;31.4;100;96;1517;3
развести;30.9;100;93;1216;3
развиваться;56.8;100;92;3153;3
разводить;17.3;100;95;992;3
раздавать;10.1;100;95;647;1
разделить;41.4;100;89;2240;4
разделять;28;100;95;1507;2
разместить;22.1;100;92;1364;0
разобрать;26.8;100;95;1232;3
разобраться;60.1;100;96;2475;3
разойтись;36.7;100;96;1628;1
разорвать;19;100;94;956;4
разработать;83.5;100;88;4179;2
разрешаться;12.9;100;89;693;1
разрешить;66.4;100;97;2607;4
разрушить;33.2;100;96;1667;2
раскрыть;40.8;100;95;1712;2
располагать;28.3;100;94;1675;2
располагаться;33.9;100;86;1477;3
расположить;79.1;100;90;3560;2
распространяться;26.1;100;92;1544;1
рассказать;229.4;100;96;5883;3
рассматривать;100.6;100;91;3959;4
рассмотреть;63.9;100;89;3175;3
рассчитать;38.1;100;94;2294;1
рассчитывать;58.2;100;96;2981;3
расти;125.8;100;97;5045;3
расширить;26.3;100;83;1548;1
расширяться;13.2;100;91;831;2
рваться;28.2;100;95;1246;1
реагировать;30;100;95;1577;2
рекомендовать;37.4;100;94;2145;2
решаться;46.1;100;97;2321;3
решиться;49.7;100;95;1927;2
рисковать;30;100;96;1510;3
рождаться;27;100;94;1354;2
сбить;29.6;100;94;1180;1
сбрасывать;11.4;100;95;729;2
сбыться;10.4;100;95;663;1
свести;29.7;100;96;1539;1
свидетельствовать;68.8;100;89;3296;1
сводить;23.6;100;95;1222;1
связать;160.2;100;92;6337;3
связаться;16.1;100;95;796;1
связываться;13.9;100;93;820;1
сдерживать;20.1;100;96;1075;0
сказаться;18.3;100;94;1222;1
складываться;41.4;100;94;2261;2
скрыть;32.4;100;95;1424;3
скрыться;28.7;100;92;1087;4
следовать;305.1;100;95;8778;4
сложить;40.1;100;94;1576;3
сложиться;81.6;100;94;3865;2
случиться;175.8;100;96;4433;4
сменить;31.2;100;96;1618;0
смешать;10.5;100;92;614;1
смочь;255.1;100;97;8476;3
сниматься;26.2;100;88;935;1
снять;161.3;100;96;4197;4
собирать;75.1;100;97;3090;4
собираться;192.6;100;96;5778;4
соблюдать;22.1;100;94;1298;3
собрать;101.6;100;97;4132;4
собраться;94.5;100;96;3266;4
совершаться;17.5;100;86;895;0
совершить;82.9;100;90;3046;4
совпадать;31.5;100;92;1732;2
совпасть;14.7;100;83;791;1
содержать;87.2;100;87;3569;3
содержаться;39.3;100;89;1923;0
соединить;45.2;100;94;1991;3
создавать;114.1;100;93;5283;4
создаваться;42.6;100;92;2494;3
создать;245.9;100;94;9362;4
создаться;7.9;100;92;474;3
сомневаться;55;100;96;2117;4
соответствовать;98.1;100;90;4384;3
сопровождаться;20.3;100;89;1271;0
сорвать;25.7;100;95;1178;2
сосредоточить;17.9;100;94;1174;2
составить;121.6;100;92;5585;3
состояться;103.1;100;91;4930;4
сохранить;79.2;100;95;3851;1
сохраниться;51.4;100;95;2242;2
сохранять;40.4;100;95;2219;4
сохраняться;25.6;100;90;1544;2
спасать;33.1;100;95;1487;4
спешить;69.7;100;94;2157;4
способствовать;62.5;100;90;3376;1
справиться1;43.2;100;96;2068;4
справиться2;43.2;100;96;2068;4
спросить;573.9;100;91;4653;4
сработать;15.5;100;95;900;0
сражаться;15.3;100;95;814;4
ссылаться;18.7;100;94;1100;2
сталкиваться;25;100;95;1475;1
стать1;1621.8;100;97;21235;4
стать2;1621.8;100;97;21235;4
стесняться;30.3;100;95;1209;3
стоить;501.9;100;97;11503;4
столкнуться;29.8;100;96;1671;1
страдать;59.8;100;97;2469;3
суметь;83.9;100;96;3097;2
существовать;260.9;100;94;8482;2
считать;455.3;100;97;12187;4
считаться;115.7;100;95;4941;3
съесть;43.2;100;94;1632;4
сыграть;80.8;100;93;2825;4
терпеть;53.7;100;95;1861;3
тормозить;11.2;100;95;773;2
требовать;190.9;100;96;7101;4
требоваться;75.5;100;96;3556;2
убедить;45.2;100;96;2243;4
убедиться;47.7;100;97;2046;4
убрать;47;100;95;1819;4
увеличиваться;23.9;100;90;1554;2
увеличить;43.3;100;92;2701;3
уверить;19.4;100;95;1119;1
увидеть;452.4;100;95;6969;4
уволить;20.5;100;94;999;0
угрожать;22.6;100;95;1218;4
удаваться;54.3;100;96;2654;4
удалить;13.6;100;90;743;1
удаться;189.1;100;96;7051;4
удерживать;20.8;100;96;1124;1
удивляться;49.4;100;95;1868;4
удовлетворить;22.8;100;94;1397;2
уехать;117.4;100;95;2603;4
уйти;315.6;100;95;6163;2
указать;91.5;100;86;3254;3
укладываться;13.8;100;96;879;1
украсить;23.6;100;95;1215;4
укрепить;18.1;100;95;1092;4
уменьшаться;14.4;100;89;942;2
уменьшить;15.9;100;92;1080;2
уменьшиться;12.3;100;92;843;2
унести;20.3;100;94;1016;4
уничтожить;43.6;100;95;1718;4
упоминать;18.5;100;94;929;3
упустить;22.7;100;96;1192;0
усиливаться;11.6;100;94;775;2
услышать;160.4;100;94;3434;4
успеть;203.4;100;94;4508;3
успокоиться;46.1;100;92;1416;3
устанавливать;34.8;100;89;2024;2
установить;174;100;85;6094;2
устать;58.6;100;94;1925;4
устраивать;57.4;100;96;2578;3
устроить;94.9;100;97;3338;3
уступать;27.6;100;96;1672;3
уступить;21.1;100;96;1169;3
утвердить;47.8;100;89;2441;3
уточнить;26.3;100;95;1311;2
уточнять;9.7;100;95;653;3
утратить;35.1;100;94;1785;0
участвовать;113;100;92;4952;4
учесть;43.6;100;96;2485;2
учитывать;65.6;100;91;3738;3
хватать1;130.9;100;96;4279;4
хватать2;130.9;100;96;4279;4
хватить;107.3;100;94;3223;2
хотеться;285.3;100;96;6330;3
храниться;32;100;90;1453;1
ценить;31.8;100;95;1421;4
цитировать;18.6;100;93;896;1
черпать;6.5;100;95;456;1
читаться;10;100;94;632;0
